id,full_name,first_name,last_name,is_active,headshot_url
101122,Danny Granger,Danny,Granger,False,https://cdn.nba.com/headshots/nba/latest/260x190/101122.png
76847,Stewart Granger,Stewart,Granger,False,https://cdn.nba.com/headshots/nba/latest/260x190/76847.png
258,Brian Grant,Brian,Grant,False,https://cdn.nba.com/headshots/nba/latest/260x190/258.png
76850,Bud Grant,Bud,Grant,False,https://cdn.nba.com/headshots/nba/latest/260x190/76850.png
202,Gary Grant,Gary,Grant,False,https://cdn.nba.com/headshots/nba/latest/260x190/202.png
285,Greg Grant,Greg,Grant,False,https://cdn.nba.com/headshots/nba/latest/260x190/285.png
265,Harvey Grant,Harvey,Grant,False,https://cdn.nba.com/headshots/nba/latest/260x190/265.png
270,Horace Grant,Horace,Grant,False,https://cdn.nba.com/headshots/nba/latest/260x190/270.png
203924,Jerami Grant,Jerami,Grant,True,https://cdn.nba.com/headshots/nba/latest/260x190/203924.png
1626170,Jerian Grant,Jerian,Grant,False,https://cdn.nba.com/headshots/nba/latest/260x190/1626170.png
76852,Josh Grant,Josh,Grant,False,https://cdn.nba.com/headshots/nba/latest/260x190/76852.png
1514,Paul Grant,Paul,Grant,False,https://cdn.nba.com/headshots/nba/latest/260x190/1514.png
76853,Travis Grant,Travis,Grant,False,https://cdn.nba.com/headshots/nba/latest/260x190/76853.png
1629055,Donte Grantham,Donte,Grantham,False,https://cdn.nba.com/headshots/nba/latest/260x190/1629055.png
76854,Don Grate,Don,Grate,False,https://cdn.nba.com/headshots/nba/latest/260x190/76854.png
76855,Butch Graves,Butch,Graves,False,https://cdn.nba.com/headshots/nba/latest/260x190/76855.png
1629755,Hassani Gravett,Hassani,Gravett,False,https://cdn.nba.com/headshots/nba/latest/260x190/1629755.png
201189,Aaron Gray,Aaron,Gray,False,https://cdn.nba.com/headshots/nba/latest/260x190/201189.png
1070,Devin Gray,Devin,Gray,False,https://cdn.nba.com/headshots/nba/latest/260x190/1070.png
1516,Ed Gray,Ed,Gray,False,https://cdn.nba.com/headshots/nba/latest/260x190/1516.png
1026,Evric Gray,Evric,Gray,False,https://cdn.nba.com/headshots/nba/latest/260x190/1026.png
76859,Gary Gray,Gary,Gray,False,https://cdn.nba.com/headshots/nba/latest/260x190/76859.png
1627982,Josh Gray,Josh,Gray,False,https://cdn.nba.com/headshots/nba/latest/260x190/1627982.png
76860,Leonard Gray,Leonard,Gray,False,https://cdn.nba.com/headshots/nba/latest/260x190/76860.png
1630564,RaiQuan Gray,RaiQuan,Gray,False,https://cdn.nba.com/headshots/nba/latest/260x190/1630564.png
76861,Stuart Gray,Stuart,Gray,False,https://cdn.nba.com/headshots/nba/latest/260x190/76861.png
76862,Sylvester Gray,Sylvester,Gray,False,https://cdn.nba.com/headshots/nba/latest/260x190/76862.png
76863,Wyndol Gray,Wyndol,Gray,False,https://cdn.nba.com/headshots/nba/latest/260x190/76863.png
81,Jeff Grayer,Jeff,Grayer,False,https://cdn.nba.com/headshots/nba/latest/260x190/81.png
76865,Bob Greacen,Bob,Greacen,False,https://cdn.nba.com/headshots/nba/latest/260x190/76865.png
920,A.C. Green,A.C.,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/920.png
1631260,AJ Green,AJ,Green,True,https://cdn.nba.com/headshots/nba/latest/260x190/1631260.png
201980,Danny Green,Danny,Green,True,https://cdn.nba.com/headshots/nba/latest/260x190/201980.png
101209,Devin Green,Devin,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/101209.png
203110,Draymond Green,Draymond,Green,True,https://cdn.nba.com/headshots/nba/latest/260x190/203110.png
203475,Erick Green,Erick,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/203475.png
101123,Gerald Green,Gerald,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/101123.png
203210,JaMychal Green,JaMychal,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/203210.png
1630224,Jalen Green,Jalen,Green,True,https://cdn.nba.com/headshots/nba/latest/260x190/1630224.png
1629750,Javonte Green,Javonte,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/1629750.png
201145,Jeff Green,Jeff,Green,True,https://cdn.nba.com/headshots/nba/latest/260x190/201145.png
76867,Johnny Green,Johnny,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/76867.png
1630182,Josh Green,Josh,Green,True,https://cdn.nba.com/headshots/nba/latest/260x190/1630182.png
76868,Ken Green,Ken,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/76868.png
76869,Kenny Green,Kenny,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/76869.png
600011,Lamar Green,Lamar,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/600011.png
1036,Litterial Green,Litterial,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/1036.png
76872,Luther Green,Luther,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/76872.png
76873,Mike Green,Mike,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/76873.png
76874,Rickey Green,Rickey,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/76874.png
76875,Sean Green,Sean,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/76875.png
76877,Si Green,Si,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/76877.png
76876,Sidney Green,Sidney,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/76876.png
76878,Steve Green,Steve,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/76878.png
201192,Taurean Green,Taurean,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/201192.png
76879,Tommy Green,Tommy,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/76879.png
2584,Willie Green,Willie,Green,False,https://cdn.nba.com/headshots/nba/latest/260x190/2584.png
201590,Donte Greene,Donte,Greene,False,https://cdn.nba.com/headshots/nba/latest/260x190/201590.png
101158,Orien Greene,Orien,Greene,False,https://cdn.nba.com/headshots/nba/latest/260x190/101158.png
76880,Jerry Greenspan,Jerry,Greenspan,False,https://cdn.nba.com/headshots/nba/latest/260x190/76880.png
76881,David Greenwood,David,Greenwood,False,https://cdn.nba.com/headshots/nba/latest/260x190/76881.png
76882,Hal Greer,Hal,Greer,False,https://cdn.nba.com/headshots/nba/latest/260x190/76882.png
2696,Lynn Greer,Lynn,Greer,False,https://cdn.nba.com/headshots/nba/latest/260x190/2696.png
76883,Gary Gregor,Gary,Gregor,False,https://cdn.nba.com/headshots/nba/latest/260x190/76883.png
76884,Claude Gregory,Claude,Gregory,False,https://cdn.nba.com/headshots/nba/latest/260x190/76884.png
76885,John Greig,John,Greig,False,https://cdn.nba.com/headshots/nba/latest/260x190/76885.png
76886,Norm Grekin,Norm,Grekin,False,https://cdn.nba.com/headshots/nba/latest/260x190/76886.png
76887,Kevin Grevey,Kevin,Grevey,False,https://cdn.nba.com/headshots/nba/latest/260x190/76887.png
1631100,AJ Griffin,AJ,Griffin,True,https://cdn.nba.com/headshots/nba/latest/260x190/1631100.png
1559,Adrian Griffin,Adrian,Griffin,False,https://cdn.nba.com/headshots/nba/latest/260x190/1559.png
201933,Blake Griffin,Blake,Griffin,False,https://cdn.nba.com/headshots/nba/latest/260x190/201933.png
2204,Eddie Griffin,Eddie,Griffin,False,https://cdn.nba.com/headshots/nba/latest/260x190/2204.png
76888,Greg Griffin,Greg,Griffin,False,https://cdn.nba.com/headshots/nba/latest/260x190/76888.png
76889,Paul Griffin,Paul,Griffin,False,https://cdn.nba.com/headshots/nba/latest/260x190/76889.png
201981,Taylor Griffin,Taylor,Griffin,False,https://cdn.nba.com/headshots/nba/latest/260x190/201981.png
76890,Darrell Griffith,Darrell,Griffith,False,https://cdn.nba.com/headshots/nba/latest/260x190/76890.png
76891,Chuck Grigsby,Chuck,Grigsby,False,https://cdn.nba.com/headshots/nba/latest/260x190/76891.png
1629656,Quentin Grimes,Quentin,Grimes,True,https://cdn.nba.com/headshots/nba/latest/260x190/1629656.png
1575,Derek Grimm,Derek,Grimm,False,https://cdn.nba.com/headshots/nba/latest/260x190/1575.png
