PLAYER_ID,PLAYER_AGE,GP,PPG,APG,RPG,SPG,TOV,PPG_TREND,RPG_TREND,APG_TREND,MPG_TREND,AVG_GAMES_MISSED
1629628,24.0,26,18.23076923076923,2.423076923076923,4.269230769230769,0.4615384615384615,47.0,1.7947368421052623,1.064912280701754,0.2391812865497075,6.175438596491226,26.714285714285715
1629628,24.0,32,21.75,4.0625,6.375,0.59375,79.0,1.7947368421052623,1.064912280701754,0.2391812865497075,6.175438596491226,26.714285714285715
1629628,24.0,58,20.17241379310345,3.3275862068965516,5.431034482758621,0.5344827586206896,126.0,1.7947368421052623,1.064912280701754,0.2391812865497075,6.175438596491226,26.714285714285715
1629646,23.0,19,3.3157894736842106,1.105263157894737,4.0,0.4210526315789473,15.0,0.0,0.0,0.0,0.0,56.333333333333336
1641734,20.0,15,2.7333333333333334,0.6666666666666666,0.9333333333333332,0.0666666666666666,8.0,,,,,67.0
1628966,28.0,39,4.461538461538462,0.8717948717948718,2.58974358974359,0.5641025641025641,13.0,,,,,44.0
1628966,28.0,14,1.6428571428571428,0.2857142857142857,0.6428571428571429,0.2142857142857142,2.0,,,,,44.0
1628966,28.0,53,3.716981132075471,0.7169811320754716,2.0754716981132075,0.4716981132075472,15.0,,,,,44.0
201587,35.0,3,2.6666666666666665,1.6666666666666667,2.3333333333333335,1.0,1.0,-0.0853652553641693,-0.1354140382202512,-0.0417056445957845,-0.6710995497236216,20.166666666666668
201587,35.0,57,5.473684210526316,2.1578947368421053,4.228070175438597,0.7894736842105263,39.0,-0.0853652553641693,-0.1354140382202512,-0.0417056445957845,-0.6710995497236216,20.166666666666668
201587,35.0,60,5.333333333333333,2.1333333333333333,4.133333333333334,0.8,40.0,-0.0853652553641693,-0.1354140382202512,-0.0417056445957845,-0.6710995497236216,20.166666666666668
1629647,24.0,3,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,-0.4630423280423281,-0.1353571428571428,-0.0450396825396825,-1.3298809523809525,49.888888888888886
1629647,24.0,6,8.0,0.8333333333333334,4.5,1.0,7.0,-0.4630423280423281,-0.1353571428571428,-0.0450396825396825,-1.3298809523809525,49.888888888888886
1629647,24.0,9,5.333333333333333,0.7777777777777778,3.111111111111111,0.6666666666666666,8.0,-0.4630423280423281,-0.1353571428571428,-0.0450396825396825,-1.3298809523809525,49.888888888888886
203078,31.0,53,18.18867924528302,5.0,4.377358490566038,0.981132075471698,131.0,0.0,0.0,0.0,0.0,19.666666666666668
1627736,27.0,79,11.253164556962023,1.3670886075949369,3.670886075949367,0.7468354430379747,54.0,-1.1324039801639685,-0.4722913110077232,-0.1355809280422739,-1.5776065270201327,29.333333333333332
1630699,23.0,48,4.395833333333333,0.6458333333333334,2.0625,0.2708333333333333,27.0,-0.522949850671976,-0.1487290148875514,0.0035340965654554,-0.6947268541562966,32.0
1631262,24.0,19,3.8947368421052633,0.8421052631578947,1.368421052631579,0.1578947368421052,8.0,,,,,63.0
202722,31.0,15,2.933333333333333,0.6,0.6666666666666666,0.2,1.0,,,,,34.166666666666664
202722,31.0,28,8.785714285714286,0.9285714285714286,1.8214285714285712,0.8214285714285714,17.0,,,,,34.166666666666664
202722,31.0,43,6.744186046511628,0.813953488372093,1.4186046511627908,0.6046511627906976,18.0,,,,,34.166666666666664
201976,35.0,47,6.25531914893617,3.0638297872340425,3.0851063829787235,0.5106382978723404,49.0,,,,,31.625
201976,35.0,26,6.038461538461538,2.6153846153846154,3.6153846153846154,0.7307692307692307,16.0,,,,,31.625
201976,35.0,73,6.178082191780822,2.904109589041096,3.2739726027397262,0.589041095890411,65.0,,,,,31.625
1630180,25.0,63,13.698412698412698,1.4603174603174602,6.523809523809524,0.8095238095238095,54.0,,,,,20.5
1629048,24.0,62,5.016129032258065,1.2741935483870968,4.612903225806452,0.5161290322580645,44.0,,,,,41.0
1641931,25.0,23,3.4782608695652173,0.5652173913043478,1.391304347826087,0.1304347826086956,10.0,,,,,59.0
202687,31.0,30,5.2,1.7,6.366666666666666,0.3333333333333333,38.0,1.0476190476190472,0.1785714285714285,0.4523809523809521,1.4166666666666656,23.4
202687,31.0,10,1.8,0.2,1.8,0.1,4.0,1.0476190476190472,0.1785714285714285,0.4523809523809521,1.4166666666666656,23.4
202687,31.0,40,4.35,1.325,5.225,0.275,42.0,1.0476190476190472,0.1785714285714285,0.4523809523809521,1.4166666666666656,23.4
1641710,20.0,69,4.579710144927536,1.318840579710145,2.0144927536231885,0.5072463768115942,56.0,1.3636363636363629,0.1969696969696969,-0.0757575757575757,2.2575757575757565,13.0
1641778,25.0,26,2.6538461538461537,0.9230769230769232,1.8461538461538465,0.3076923076923077,6.0,,,,,56.0
1631205,24.0,10,3.4,0.3,1.0,0.0,0.0,0.0621900388653183,-0.1933079587312281,-0.0058201044685164,-0.3175330900705037,72.0
203992,31.0,79,16.873417721518987,3.1265822784810124,3.4430379746835444,1.2151898734177216,112.0,-0.4849595223191295,-0.1518074179086946,-0.0245749641928682,-0.6409744955444475,17.857142857142858
202711,35.0,28,20.178571428571427,2.5357142857142856,3.357142857142857,0.8214285714285714,63.0,-0.0601920322859911,0.0278516542579684,0.0455850975651276,0.0009950236030356,20.785714285714285
202711,35.0,29,10.448275862068966,0.896551724137931,2.0,0.2413793103448276,38.0,-0.0601920322859911,0.0278516542579684,0.0455850975651276,0.0009950236030356,20.785714285714285
202711,35.0,57,15.228070175438596,1.7017543859649122,2.6666666666666665,0.5263157894736842,101.0,-0.0601920322859911,0.0278516542579684,0.0455850975651276,0.0009950236030356,20.785714285714285
1629626,24.0,43,5.186046511627907,0.3953488372093023,3.186046511627907,0.2325581395348837,19.0,0.0,0.0,0.0,0.0,48.8
1629716,26.0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2
1629716,26.0,9,4.111111111111111,0.4444444444444444,3.5555555555555554,0.3333333333333333,3.0,0.0,0.0,0.0,0.0,76.2
1629716,26.0,11,3.363636363636364,0.3636363636363636,3.090909090909091,0.2727272727272727,3.0,0.0,0.0,0.0,0.0,76.2
1626164,27.0,68,27.073529411764707,6.9411764705882355,4.529411764705882,0.8970588235294118,178.0,,,,,15.555555555555555
1630527,22.0,32,5.21875,0.40625,1.625,0.34375,24.0,,,,,47.0
1628449,31.0,50,6.44,0.46,4.14,0.28,28.0,,,,,31.0
1630547,23.0,14,3.5714285714285716,0.4285714285714285,0.6428571428571429,0.0714285714285714,2.0,0.0,0.0,0.0,0.0,55.666666666666664
1631123,25.0,6,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.0,8.0,,,,,77.33333333333333
1631123,25.0,3,3.6666666666666665,1.0,3.0,0.3333333333333333,1.0,,,,,77.33333333333333
1631123,25.0,9,2.3333333333333335,1.2222222222222223,2.111111111111111,0.1111111111111111,9.0,,,,,77.33333333333333
1631103,21.0,75,9.2,2.08,1.9733333333333336,0.36,91.0,,,,,11.5
1631128,23.0,82,7.317073170731708,1.6097560975609757,3.731707317073171,0.5121951219512195,55.0,,,,,3.0
1628969,27.0,82,19.585365853658537,3.6463414634146343,4.536585365853658,0.9878048780487804,164.0,,,,,12.375
1628970,26.0,69,21.0,3.347826086956522,7.318840579710145,0.9420289855072465,138.0,,,,,10.0
1629052,26.0,55,3.6545454545454543,0.8,2.909090909090909,0.3454545454545454,20.0,,,,,36.6
1631167,24.0,1,4.0,0.0,2.0,0.0,0.0,,,,,81.0
1627763,31.0,39,15.717948717948715,5.487179487179487,3.7948717948717943,0.6923076923076923,60.0,,,,,27.125
1629717,26.0,10,4.2,0.5,1.8,0.1,3.0,,,,,54.4
1628415,28.0,72,12.708333333333334,1.6527777777777777,3.4166666666666665,0.8888888888888888,88.0,,,,,22.428571428571427
1628971,27.0,33,12.06060606060606,3.0303030303030303,4.666666666666667,1.0606060606060606,41.0,,,,,21.625
1628971,27.0,34,9.647058823529411,2.7058823529411766,3.823529411764706,0.7058823529411765,45.0,,,,,21.625
1628971,27.0,67,10.835820895522389,2.8656716417910446,4.2388059701492535,0.8805970149253731,86.0,,,,,21.625
1627759,27.0,70,23.0,3.557142857142857,5.5285714285714285,1.1857142857142855,166.0,,,,,14.5
1631112,21.0,15,1.4,0.3333333333333333,0.3333333333333333,0.0,2.0,,,,,71.5
1641738,24.0,44,2.022727272727273,0.5681818181818182,1.4090909090909092,0.2727272727272727,9.0,,,,,38.0
1629650,24.0,22,3.409090909090909,0.3181818181818182,3.909090909090909,0.2272727272727272,11.0,,,,,56.888888888888886
1630535,22.0,6,2.5,0.6666666666666666,1.5,0.0,4.0,,,,,58.666666666666664
1629718,27.0,8,0.75,0.0,0.25,0.0,2.0,,,,,70.16666666666667
1628972,24.0,37,4.162162162162162,0.945945945945946,1.945945945945946,0.2162162162162162,18.0,,,,,37.1
1628972,24.0,22,4.2272727272727275,1.1363636363636365,3.272727272727273,0.7272727272727273,12.0,,,,,37.1
1628972,24.0,59,4.186440677966102,1.0169491525423728,2.440677966101695,0.4067796610169492,30.0,,,,,37.1
1628973,27.0,77,28.727272727272727,6.740259740259741,3.6103896103896105,0.9090909090909092,186.0,,,,,11.666666666666666
1628418,26.0,38,5.7105263157894735,0.6052631578947368,3.710526315789474,0.2631578947368421,21.0,,,,,45.77777777777778
1641723,20.0,17,4.764705882352941,1.588235294117647,1.9411764705882353,0.4117647058823529,10.0,,,,,65.0
203493,33.0,44,2.1818181818181817,0.3409090909090909,1.6590909090909092,0.2727272727272727,10.0,,,,,38.333333333333336
202692,32.0,43,12.55813953488372,1.5813953488372092,2.558139534883721,0.4883720930232558,32.0,,,,,35.1
202692,32.0,23,6.478260869565218,0.8695652173913043,1.7391304347826086,0.3043478260869565,16.0,,,,,35.1
202692,32.0,66,10.43939393939394,1.3333333333333333,2.272727272727273,0.4242424242424242,48.0,,,,,35.1
1630215,23.0,40,6.275,3.15,1.45,0.725,50.0,,,,,52.666666666666664
202710,34.0,60,20.766666666666666,4.966666666666667,5.3,1.3166666666666669,102.0,,,,,23.4
1631288,25.0,26,3.730769230769231,0.3846153846153846,1.4230769230769231,0.3846153846153846,8.0,,,,,60.0
203484,31.0,76,10.078947368421051,2.4078947368421053,2.4078947368421053,1.2894736842105263,75.0,,,,,6.090909090909091
1641739,24.0,70,7.5285714285714285,1.2428571428571429,4.9,0.9428571428571428,84.0,,,,,12.0
203991,30.0,73,11.452054794520548,1.2465753424657535,10.63013698630137,0.589041095890411,74.0,,,,,21.1
1628975,28.0,72,4.958333333333333,1.3055555555555556,0.8333333333333334,0.5138888888888888,36.0,,,,,26.75
1628976,25.0,55,10.963636363636365,1.7272727272727273,6.927272727272728,0.6363636363636364,68.0,,,,,35.875
1630618,23.0,4,2.75,0.75,1.0,0.25,1.0,,,,,78.0
1627936,30.0,71,10.070422535211268,3.4788732394366195,3.845070422535211,1.6901408450704225,102.0,,,,,30.142857142857142
1630658,24.0,16,1.5,0.1875,0.75,0.125,3.0,,,,,66.0
1630608,22.0,1,0.0,0.0,0.0,0.0,0.0,,,,,81.0
1630577,23.0,74,6.8108108108108105,1.391891891891892,2.783783783783784,0.6486486486486487,57.0,,,,,55.0
1630551,23.0,15,5.933333333333334,1.2666666666666666,3.533333333333333,0.6666666666666666,10.0,,,,,69.8
1631108,21.0,67,4.2388059701492535,0.8955223880597015,2.1194029850746268,0.2985074626865671,35.0,,,,,28.0
1631321,20.0,12,3.75,0.8333333333333334,1.8333333333333333,0.5833333333333334,3.0,,,,,70.0
1629634,27.0,6,11.333333333333334,1.5,5.333333333333333,0.8333333333333334,3.0,,,,,33.4
203903,32.0,55,17.12727272727273,5.036363636363636,3.418181818181818,0.6363636363636364,146.0,,,,,20.0
1629651,25.0,71,11.845070422535212,2.0704225352112675,9.943661971830986,0.647887323943662,93.0,,,,,33.8
1641730,19.0,23,5.782608695652174,0.782608695652174,3.5217391304347827,0.3478260869565217,15.0,,,,,59.0
1629599,27.0,70,6.614285714285714,1.0857142857142856,2.1142857142857143,0.5857142857142857,33.0,,,,,31.8
1628381,26.0,68,15.102941176470589,1.1323529411764706,8.455882352941176,0.5882352941176471,98.0,,,,,20.285714285714285
1628380,26.0,69,11.246376811594205,2.8115942028985508,5.36231884057971,0.4927536231884058,132.0,,,,,29.666666666666668
201144,36.0,76,11.43421052631579,5.907894736842105,2.8684210526315788,1.1578947368421053,102.0,,,,,20.526315789473685
1626192,31.0,76,5.631578947368421,2.1184210526315788,3.1447368421052633,0.5263157894736842,49.0,,,,,20.444444444444443
1641731,19.0,63,8.444444444444445,1.746031746031746,4.063492063492063,0.9047619047619048,87.0,,,,,19.0
1641741,22.0,32,5.40625,0.5,1.4375,0.25,5.0,,,,,50.0
203496,33.0,3,3.0,2.3333333333333335,2.6666666666666665,2.0,0.0,,,,,38.89473684210526
203496,33.0,26,4.538461538461538,0.6538461538461539,3.423076923076923,1.2692307692307692,11.0,,,,,38.89473684210526
203496,33.0,29,4.379310344827586,0.8275862068965517,3.3448275862068964,1.3448275862068966,11.0,,,,,38.89473684210526
1628470,33.0,53,5.716981132075472,1.0943396226415094,4.09433962264151,0.5660377358490566,32.0,,,,,31.09090909090909
203109,33.0,50,6.24,1.32,3.22,0.76,23.0,,,,,24.77777777777778
1630622,24.0,1,0.0,0.0,0.0,0.0,0.0,,,,,81.0
1630595,22.0,62,22.661290322580644,7.483870967741935,4.32258064516129,0.9032258064516128,212.0,,,,,36.0
203552,33.0,36,4.277777777777778,0.8333333333333334,1.4444444444444444,0.4722222222222222,16.0,,,,,45.0
203552,33.0,8,9.0,1.75,2.0,0.625,5.0,,,,,45.0
203552,33.0,44,5.136363636363637,1.0,1.5454545454545454,0.5,21.0,,,,,45.0
201939,36.0,74,26.43243243243243,5.121621621621622,4.45945945945946,0.7297297297297297,210.0,,,,,18.266666666666666
1630700,21.0,61,5.80327868852459,2.6885245901639343,3.8688524590163937,1.3934426229508197,59.0,,,,,22.0
203076,31.0,76,24.68421052631579,3.5,12.644736842105264,1.1973684210526316,159.0,,,,,20.666666666666668
1631098,22.0,50,3.04,0.64,1.44,0.36,13.0,,,,,43.0
1631120,21.0,8,2.0,1.25,1.25,0.125,2.0,,,,,72.0
201942,34.0,79,24.0126582278481,5.329113924050633,4.30379746835443,1.139240506329114,135.0,,,,,8.0
1641926,25.0,4,5.5,1.0,2.25,0.0,3.0,,,,,78.0
1628978,27.0,81,15.54320987654321,2.6666666666666665,3.6666666666666665,1.3209876543209875,113.0,,,,,32.5
1631217,22.0,11,2.636363636363636,0.3636363636363636,2.1818181818181817,0.4545454545454545,2.0,,,,,65.5
1629603,27.0,3,4.0,0.6666666666666666,1.0,0.0,0.0,,,,,71.83333333333333
1629603,27.0,3,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,,,,,71.83333333333333
1629603,27.0,6,2.0,0.3333333333333333,0.6666666666666666,0.1666666666666666,1.0,,,,,71.83333333333333
1628977,25.0,2,1.0,0.5,1.0,1.0,1.0,,,,,42.375
1641711,20.0,60,8.5,1.1333333333333333,2.2,0.5666666666666667,50.0,,,,,22.0
1631172,21.0,33,4.03030303030303,1.121212121212121,1.5454545454545454,0.2424242424242424,19.0,,,,,46.0
203915,31.0,48,12.583333333333334,6.0,3.2916666666666665,0.7916666666666666,62.0,,,,,34.25
203915,31.0,28,6.821428571428571,2.4285714285714284,1.6785714285714286,0.4642857142857143,29.0,,,,,34.25
203915,31.0,76,10.460526315789474,4.684210526315789,2.6973684210526314,0.6710526315789473,91.0,,,,,34.25
1629029,25.0,70,33.857142857142854,9.8,9.242857142857142,1.4142857142857144,282.0,,,,,15.333333333333334
1629652,25.0,79,10.886075949367088,1.4303797468354431,3.5949367088607596,0.9113924050632912,74.0,,,,,23.6
1630245,24.0,76,12.157894736842104,3.1842105263157894,2.8421052631578947,0.8947368421052632,103.0,,,,,4.333333333333333
1630288,27.0,12,4.333333333333333,2.25,1.6666666666666667,0.5833333333333334,5.0,,,,,72.83333333333333
1630929,24.0,4,2.75,1.0,1.0,0.5,2.0,,,,,78.0
203083,30.0,79,8.39240506329114,0.4683544303797468,8.962025316455696,0.9240506329113924,81.0,,,,,24.22222222222222
1630537,27.0,59,3.8983050847457625,0.7457627118644068,1.7966101694915255,0.4745762711864407,26.0,,,,,28.666666666666668
1630561,24.0,4,6.5,1.25,2.5,0.5,3.0,,,,,65.66666666666667
1627739,30.0,66,5.409090909090909,3.8484848484848486,2.863636363636364,1.0303030303030305,79.0,,,,,40.375
201142,35.0,75,27.093333333333337,5.04,6.6,0.92,244.0,,,,,20.444444444444443
1631105,20.0,61,13.78688524590164,2.4098360655737703,11.62295081967213,0.5409836065573771,129.0,,,,,18.0
1631106,23.0,22,9.772727272727272,1.2272727272727273,6.954545454545454,1.4090909090909092,20.0,,,,,30.0
1630162,22.0,79,25.936708860759495,5.1265822784810124,5.443037974683544,1.2784810126582278,241.0,,,,,6.5
1630556,23.0,54,1.7222222222222223,0.2777777777777778,0.7777777777777778,0.1851851851851851,4.0,,,,,47.2
1631165,24.0,57,5.43859649122807,1.4912280701754386,2.175438596491228,0.8947368421052632,37.0,,,,,45.5
203954,30.0,39,34.69230769230769,5.615384615384615,11.025641025641026,1.1794871794871795,150.0,,,,,27.875
1629234,27.0,75,5.053333333333334,0.84,4.293333333333333,0.36,61.0,,,,,32.75
1641787,23.0,4,2.5,1.5,3.5,0.0,1.0,,,,,70.66666666666667
1641787,23.0,13,7.0,0.7692307692307693,3.5384615384615383,0.4615384615384615,8.0,,,,,70.66666666666667
1641787,23.0,17,5.9411764705882355,0.9411764705882352,3.5294117647058822,0.3529411764705882,9.0,,,,,70.66666666666667
203957,28.0,55,7.781818181818182,2.8545454545454545,2.709090909090909,0.4,49.0,,,,,44.77777777777778
1628981,25.0,45,6.266666666666667,1.022222222222222,4.288888888888889,0.5555555555555556,44.0,,,,,51.77777777777778
1627827,31.0,68,8.529411764705882,1.5735294117647058,4.661764705882353,0.8235294117647058,59.0,,,,,22.6
1641745,24.0,2,1.5,2.0,0.0,0.0,0.0,,,,,80.0
1630201,26.0,31,5.064516129032258,2.3548387096774195,2.096774193548387,0.5806451612903226,33.0,,,,,41.714285714285715
1630201,26.0,14,2.2142857142857144,0.4285714285714285,0.4285714285714285,0.0714285714285714,3.0,,,,,41.714285714285715
1630201,26.0,24,8.0,2.125,1.7916666666666667,0.7916666666666666,27.0,,,,,41.714285714285715
1630201,26.0,69,5.507246376811594,1.884057971014493,1.6521739130434785,0.5507246376811594,63.0,,,,,41.714285714285715
1631323,28.0,50,8.9,1.46,3.52,0.6,51.0,,,,,36.0
1631323,28.0,16,15.4375,1.75,4.375,0.875,17.0,,,,,36.0
1631323,28.0,66,10.484848484848484,1.5303030303030305,3.727272727272727,0.6666666666666666,68.0,,,,,36.0
1630259,26.0,6,2.0,0.3333333333333333,0.3333333333333333,0.0,1.0,,,,,76.0
1630235,26.0,38,2.1842105263157894,2.4210526315789473,1.3421052631578947,0.2894736842105263,20.0,,,,,44.25
203095,31.0,3,4.0,1.0,1.3333333333333333,1.3333333333333333,1.0,,,,,33.375
203095,31.0,29,7.172413793103448,1.5517241379310345,1.862068965517241,0.8620689655172413,20.0,,,,,33.375
203095,31.0,32,6.875,1.5,1.8125,0.90625,21.0,,,,,33.375
1628368,26.0,74,26.56756756756757,5.648648648648648,4.594594594594595,2.027027027027027,194.0,,,,,15.0
1631241,24.0,22,6.954545454545454,1.818181818181818,3.1818181818181817,0.4545454545454545,25.0,,,,,60.0
1641788,21.0,4,1.0,0.0,0.5,0.0,1.0,,,,,78.0
1641788,21.0,2,5.5,0.0,1.5,1.5,1.0,,,,,78.0
1641788,21.0,6,2.5,0.0,0.8333333333333334,0.5,2.0,,,,,78.0
1628365,26.0,43,7.790697674418604,2.7906976744186047,3.2093023255813953,0.9767441860465116,50.0,,,,,48.57142857142857
1641847,24.0,5,0.0,0.0,0.0,0.2,0.0,,,,,77.0
1629117,27.0,5,3.4,0.6,5.0,0.4,8.0,,,,,61.4
1629655,25.0,45,10.88888888888889,1.5333333333333334,8.022222222222222,0.9777777777777776,46.0,,,,,32.111111111111114
1629655,25.0,29,11.172413793103448,1.5862068965517242,6.931034482758621,0.7241379310344828,28.0,,,,,32.111111111111114
1629655,25.0,74,11.0,1.554054054054054,7.594594594594595,0.8783783783783784,74.0,,,,,32.111111111111114
201568,35.0,26,6.961538461538462,1.1923076923076923,2.923076923076923,0.2307692307692307,12.0,,,,,35.26315789473684
201568,35.0,6,8.666666666666666,2.0,2.3333333333333335,0.3333333333333333,1.0,,,,,35.26315789473684
201568,35.0,17,2.764705882352941,0.7058823529411765,1.0588235294117647,0.3529411764705882,10.0,,,,,35.26315789473684
201568,35.0,49,5.714285714285714,1.1224489795918366,2.204081632653061,0.2857142857142857,23.0,,,,,35.26315789473684
1629636,24.0,57,18.035087719298247,6.543859649122807,2.6666666666666665,1.2982456140350878,176.0,,,,,20.6
1630586,22.0,6,0.5,0.1666666666666666,1.1666666666666667,0.1666666666666666,2.0,,,,,47.0
1630568,25.0,25,3.96,0.16,1.24,0.16,6.0,,,,,53.666666666666664
1629232,27.0,1,0.0,0.0,1.0,0.0,0.0,,,,,81.0
1641718,20.0,75,12.986666666666666,4.426666666666667,2.8133333333333335,0.48,188.0,,,,,7.0
202331,34.0,74,22.58108108108108,3.5405405405405403,5.243243243243243,1.527027027027027,153.0,,,,,20.071428571428573
201959,39.0,16,1.0,0.5625,1.75,0.125,5.0,,,,,26.05263157894737
201959,39.0,4,4.5,0.5,2.25,0.25,0.0,,,,,26.05263157894737
201959,39.0,20,1.7,0.55,1.85,0.15,5.0,,,,,26.05263157894737
1630581,21.0,80,12.325,4.825,6.425,0.6375,168.0,,,,,12.0
1628385,26.0,16,3.375,0.375,1.625,0.0625,6.0,,,,,50.666666666666664
1628385,26.0,7,0.2857142857142857,0.0,0.5714285714285714,0.1428571428571428,0.0,,,,,50.666666666666664
1628385,26.0,23,2.4347826086956523,0.2608695652173913,1.3043478260869563,0.0869565217391304,6.0,,,,,50.666666666666664
1628983,25.0,75,30.053333333333335,6.2,5.533333333333333,2.0,162.0,,,,,17.666666666666668
1630264,31.0,50,3.78,0.68,1.88,0.26,23.0,,,,,37.25
1631221,25.0,24,3.625,1.125,0.875,0.5416666666666666,14.0,,,,,58.0
